,overall,reviewerID,asin
7939,4.0,A2C4QQY9NKCAY2,B00005N7TL
7940,3.0,A1BVXQGJ6TCXO2,B00005N7TL
7941,4.0,A2RYDZTNVT38LJ,B00005N7TL
7942,5.0,A1XBX7SR6PQZ1P,B00005N7TL
7943,5.0,A1BI2YBBEL41S9,B00005N7TL
7944,5.0,A1JXRXYVSUAW6I,B00005N7TL
7945,3.0,A15NSG16V2LJ8N,B00005N7TL
7946,5.0,A3IKXXDCPDA6JN,B00005N7SM
7947,5.0,A17SJ6QYORVH0H,B00005N7SM
7948,5.0,AVJD0P2A6KSV4,B00005N7SM
7949,5.0,A33IJ6FCVUGOYP,B00005N7SM
7950,5.0,A1O9EOOM82WNEV,B00005N7SM
7951,4.0,A25T1GMFHENSF0,B00005N7SM
7952,4.0,A44QVAO096ZX3,B00005N7SM
7953,5.0,A2Z5Z0D2DVG82J,B00005N7SM
7954,5.0,A37769B3IC2VWC,B00005N7SM
7955,1.0,A1PIESEVP0F6IE,B00005N7SM
7956,4.0,A1RMPGNNAEJCVI,B00005N7SS
7957,3.0,A1SA0CUF5NYGG2,B00005N7SS
7958,4.0,A19BA56R00FBN2,B00005N7SS
7959,4.0,A3MH8UZW2AUI25,B00005N7SS
7960,4.0,A3JPFWKS83R49V,B00005N7SS
7961,5.0,A30NFNG1XVDXO1,B00005N7SS
7962,3.0,AL0HVAFNOJKA9,B00005N7SS
7963,5.0,A10OC85HMBSS8,B00005N7SS
7964,2.0,A1ALI3X9E7SBUA,B00005N7SS
7965,5.0,A1GB24THGL2XA2,B00005N7SS
7966,5.0,A39U7CYRJGN71Y,B00005N7SB
7967,4.0,A2YFS3AYX720ZX,B00005N7SB
7968,4.0,A2K4ONRN6B4CY1,B00005N7SB
7969,5.0,A4DRRNJH8SYPD,B00005N7SB
7970,5.0,A51TIXV1ZKR5B,B00005N7SB
7971,1.0,AMLDERHMD9YOA,B00005N7SB
7972,5.0,A2R4LVDBFU8R1T,B00005N7SB
7973,3.0,AMN59P8GDKYTZ,B00005N7SB
7974,5.0,A1MSEO4MD7ZT33,B00005N7SB
7975,5.0,A3SUFYJ24JU99F,B00005N7SB
7976,5.0,A1ORK21ZGD27JT,B00005N7R0
7977,3.0,A1NVCHHVUNJOB2,B00005N7R0
7978,5.0,A24J2MTR1BMHGA,B00005N7R0
7979,5.0,A11QBBFFD5X2QC,B00005N7R0
7980,5.0,A37WIIU8A4QYNA,B00005N7R0
7981,5.0,A97ZHHXY89HTK,B00005N7R0
7982,5.0,A270R3ZZHEL1BV,B00005N7R0
7983,4.0,A3KT1J40AI9GYJ,B00005N7R0
7984,5.0,A1HZI42BYAWYCS,B00005N7R0
7985,4.0,A2QEX5OP8571DA,B00005N7R0
7986,5.0,A1KQZ818ZKTONV,B00005N7SL
7987,1.0,A222P4P3KFPCNU,B00005N7SL
7988,5.0,A2CEOAJ29SKW1S,B00005N7SL
7989,5.0,A3A2HTZVCACKB7,B00005N7SL
7990,5.0,A2QH574QQUNRE5,B00005N7SL
7991,4.0,A232K4TDLYJO43,B00005N7SL
7992,5.0,A2HO5HZQ8NHBPP,B00005N7SL
7993,5.0,A13BNKI8JSDPKC,B00005N7SL
7994,5.0,AP44GOWF5WSXR,B00005N7SL
7995,5.0,A3OJ4QAYATNY3Y,B00005N7SL
7996,3.0,A6VSTPS2WB8NO,B00005N7SC
7997,3.0,AVA23FS2PP338,B00005N7SC
7998,3.0,A2GD3JYX1TJMS1,B00005N7SC
7999,5.0,AN7TFXU0GWBFG,B00005N7SC
8000,4.0,A1RAPB8OAD1XEZ,B00005N7SC
8001,2.0,A1G6FPU9QO7YOT,B00005N7SC
8002,5.0,AY3SWP9NVV69G,B00005N7SC
8003,5.0,A2EEOH5T6J1OLU,B00005N7SC
8004,4.0,A3R9D2448PU4EE,B00005N7SC
8005,5.0,A33GVKS9GU9QE8,B00005N7SC
8006,4.0,A22CRVHOOBRH63,B00005N7TH
8007,1.0,A24M8K7M3FU14B,B00005N7TH
8008,1.0,A3MZ1QCE4WUUR3,B00005N7TH
8009,4.0,AQ0BLXQT2SYNB,B00005N7TH
8010,3.0,A3HS4QHCLUD8O6,B00005N7TH
8011,3.0,A855OOOEA2AAB,B00005N7TH
8012,5.0,A27G6NEAI1U5IB,B00005N7TH
8013,4.0,AJXG79RSPHXY4,B00005N7TH
8014,5.0,A1VRIITNGFY1WC,B00005N7TH
8015,4.0,AH5TFSJFL1R62,B00005N7TH
8016,5.0,A1RXAKW537BJHG,B00005N7SM
8017,5.0,AZUC1LHEWOOVD,B00005N7SM
8018,4.0,A2W5SEMEP6P7T8,B00005N7SM
8019,1.0,A1YDFKQUFBOP7Q,B00005N7SM
8020,3.0,A1DUIIUTAWA57T,B00005N7SM
8021,5.0,AW4DUPTYRGZ7H,B00005N7SM
8022,2.0,A112MVKH8F3FNK,B00005N7SM
8023,4.0,A1A6K44LWUW4QX,B00005N7SM
8024,2.0,A1RASVDUFKSZZS,B00005N7SM
8025,5.0,A2RYAQEL63MQG7,B00005N7SM
8026,4.0,A1BL54B9SOGJTV,B00005N7TL
8027,5.0,A2D88MMEO0NP0L,B00005N7TL
8028,5.0,A2F2P5T066DRTG,B00005N7TL
8029,4.0,A10ZFE6YE0UHW8,B00005N7TL
8030,4.0,ARR0FAKQQJU06,B00005N7TL
8031,1.0,A22AJNTR99W7YU,B00005N7TL
8032,5.0,A8U3DZR9Q4LD2,B00005N7TL
8033,1.0,AB968PN2Y7DL5,B00005N7TL
8034,3.0,A2BBIBOT95ISMO,B00005N7TL
8035,1.0,A2SG52XJGT01PZ,B00005N7TL
8036,5.0,A3GA09FYFKL4EY,B00005N7TM
8037,4.0,A2VZP50FSYD6CO,B00005N7TM
8038,5.0,A3NLIPO6FK8LTG,B00005N7TM
8039,5.0,A281NPSIMI1C2R,B00005N7TM
8040,1.0,ADHXKPM50SFXA,B00005N7R0
8041,1.0,AFPHFM64V2RO3,B00005N7R0
8042,2.0,AY6VA1SM227JF,B00005N7R0
8043,5.0,AFUF2DXNA8CQW,B00005N7R0
8044,5.0,A4FT1XK3VSOB3,B00005N7R0
8045,5.0,A3F1V45298VCAN,B00005N7R0
8046,5.0,AZ7UT5J6UQ0RD,B00005N7R0
8047,5.0,AMC99DSPC466N,B00005N7R0
8048,5.0,A3DUOHPKVXKTAE,B00005N7R0
8049,5.0,A2GBPM7NP96746,B00005N7R0
8050,5.0,A162KRLKIYK6PC,B00005N7SB
8051,3.0,A34BJTEEVFUDVE,B00005N7SB
8052,5.0,A3K4W09WV63U51,B00005N7SB
8053,5.0,AQZ6VS8W73OEC,B00005N7SB
8054,5.0,A1BWJ7D8AY82O2,B00005N7SB
8055,5.0,ANRS48O1OU5A4,B00005N7SB
8056,5.0,A21GJADT8KPMKK,B00005N7SB
8057,4.0,A1EG0JH53UHVBO,B00005N7SB
8058,3.0,A1BOMWWSTIGLW0,B00005N7SB
8059,2.0,A32Q5IS5D0PAYU,B00005N7SB
8060,5.0,A1JVQLIVP4D9ER,B00005N7Q5
8061,5.0,AMPASM5JDRTD7,B00005N7Q5
8062,1.0,A3O73BM7SAT9WV,B00005N7Q5
8063,1.0,A2P5D5F1Y9Q62N,B00005N7Q5
8064,4.0,A34V4PM2Y3V5ZG,B00005N7Q5
8065,4.0,A3O7ZB07GKK5FH,B00005N7Q5
8066,3.0,A385IRR9AXMNN3,B00005N7Q5
8067,5.0,A2CAOWZQ2WQRPV,B00005N7Q5
8068,5.0,AKIGAX7P2VOY3,B00005N7Q5
8069,5.0,A1CCUTTNJJRWLQ,B00005N7Q5
8070,5.0,A2CUB7TUKTXYU5,B00005N7TL
8071,5.0,A1DMJHAM09Z8GU,B00005N7TL
8072,1.0,A2TMUIJP2JDBDA,B00005N7TL
8073,3.0,A2G5RT8HUP67P3,B00005N7TL
8074,2.0,A2X06FP2PQ6EK0,B00005N7TL
8075,5.0,A10ZX0V5ZNEK5K,B00005N7TL
8076,5.0,AJJ2RNMPYZ9S9,B00005N7TL
8077,2.0,A2KVW9QRVOTF82,B00005N7TL
8078,4.0,A3OEQPAM1LLSUO,B00005N7TL
8079,1.0,A2S6MYTPWDQTWU,B00005N7TL
8080,5.0,A26F0IABQ9POTP,B00005N7SC
8081,2.0,A1RWH2C54CBHCU,B00005N7SC
8082,5.0,A3GFEFI2WSU3PP,B00005N7SC
8083,4.0,A2RT1Y77M9TDGQ,B00005N7SC
8084,1.0,ABG9JLTLJEL0X,B00005N7SC
8085,3.0,AU6GKWPAVFXX3,B00005N7SC
8086,5.0,A11RPCJ60QF916,B00005N7SC
8087,5.0,A11PBPI5WWFJX1,B00005N7SC
8088,2.0,AARI5NZ5LUJD5,B00005N7SC
8089,5.0,A3GRG1EY91EB31,B00005N7SC
8090,5.0,A1J9DQK9DNAOVQ,B00005N7SM
8091,5.0,A32CB5J298TOFT,B00005N7SM
8092,5.0,A1LLWLSQIQJBT,B00005N7SM
8093,5.0,A2NYX5Z6IF9ZR6,B00005N7SM
8094,5.0,AAPNQBUYETGW0,B00005N7SM
8095,2.0,A81RY885DK143,B00005N7SM
8096,5.0,AW7OLWQCVD87M,B00005N7SM
8097,4.0,AEC90GPFKLAAW,B00005N7SM
8098,2.0,AFBLLGVJ64Z4K,B00005N7SM
8099,4.0,ALT70XNJRNWKU,B00005N7SM
8100,5.0,AI9A7QJTOMVEG,B00005N7TH
8101,3.0,A1JEUIIB4NGWDO,B00005N7TH
8102,1.0,A3ERSM6E4R7A0Q,B00005N7TH
8103,4.0,A1OBUH5RU5LQ1T,B00005N7TH
8104,1.0,A2FO9WI0XD3A2F,B00005N7TH
8105,1.0,A33SHJZRKTK4KB,B00005N7TH
8106,2.0,AD1IC0IKUUZM2,B00005N7TH
8107,1.0,A14GI8ANLDM2E0,B00005N7TH
8108,1.0,A2UPCN4JASJT3Z,B00005N7TH
8109,5.0,AWW7SH3WJ9K0H,B00005N7TH
8110,5.0,AGZ3UEVNAXFMU,B00005N7R0
8111,5.0,A55O81Y6ATNA7,B00005N7R0
8112,5.0,AHXLJKWWURJKG,B00005N7R0
8113,3.0,A2NQ3R9KSWWB9T,B00005N7R0
8114,5.0,A19ELFMMKB83HC,B00005N7R0
8115,3.0,A2X9CVOHV5ZSLS,B00005N7R0
8116,1.0,A1VFG5SVYMBH7K,B00005N7R0
8117,5.0,AS4A0X22UM9B,B00005N7R0
8118,4.0,A1Y1L56592H2ZX,B00005N7R0
8119,1.0,A2J6UM26Z18FI4,B00005N7R0
8120,1.0,A29PE7S3S4TCG,B00005N7SB
8121,1.0,A3PU6OSFOXDDN1,B00005N7SB
8122,5.0,A26M3ENT2D0QOR,B00005N7SB
8123,5.0,A32Y51WH1OHCJA,B00005N7SB
8124,5.0,A2OYDT4I6AK54P,B00005N7SB
8125,5.0,A2V22GR85FQ0T3,B00005N7SB
8126,5.0,A3L3YJZNHMEZ3U,B00005N7SB
8127,5.0,A1078R4265NWP5,B00005N7SB
8128,5.0,A2BP9GTCO9HPRB,B00005N7SB
8129,5.0,A2BXCQGIIDEI5K,B00005N7SB
8130,2.0,A3BI5ZZJHF0BV7,B00005N7SL
8131,4.0,A1H8BPEU6XZFO3,B00005N7SL
8132,2.0,A2FCDE3LTDK04W,B00005N7SL
8133,5.0,A6IYNARQRGI1V,B00005N7SL
8134,5.0,A3NR7CN2CPJ4KC,B00005N7SL
8135,5.0,A2WXJEBXGFXVG1,B00005N7SL
8136,5.0,A14VF0UQBUO4O0,B00005N7SL
8137,5.0,A3PZW21UNBNNN4,B00005N7SL
8138,5.0,A7ZU3D5XFPFB1,B00005N7SL
8139,5.0,A4XSADNTVNEOT,B00005N7SL
8140,2.0,A3UG0OG0RQDAWN,B00005N7TM
8141,3.0,A29COAL60SB48B,B00005N7TM
8142,5.0,A3AZWGW0DKQEE4,B00005N7TM
8143,4.0,A1L55W229VBO27,B00005N7TM
8144,3.0,A1D36F9NYEYFKZ,B00005N7TM
8145,5.0,A75H647SN1FAL,B00005N7TM
8146,4.0,A297ZNSOFZTBQV,B00005N7TM
8147,3.0,A31WYMMSVMDTDZ,B00005N7TM
8148,5.0,A70P0HGJUYOB7,B00005N7TM
8149,5.0,A156J955AOU9KL,B00005N7TM
8150,5.0,A2BSKT65F16LAQ,B00005N7Q5
8151,2.0,A3GK1UND71HH5O,B00005N7Q5
8152,5.0,A2EJ9BN8MQODXY,B00005N7Q5
8153,5.0,A18C70W3HU8UNC,B00005N7Q5
8154,3.0,AHEIA925BXWGA,B00005N7Q5
8155,5.0,A18X3E6V8DGIDZ,B00005N7Q5
8156,5.0,ADB6YBVLIYMBZ,B00005N7Q5
8157,3.0,A27XP6EQG77X3F,B00005N7Q5
8158,5.0,A20ISOBZM6FVZU,B00005N7Q5
8159,4.0,A1DDPOWF7GLFRD,B00005N7Q5
8160,1.0,A242DIFHVZND2B,B00005N7TL
8161,5.0,A70CKQ0ZITPIC,B00005N7TL
8162,5.0,AO8GG85RMC0RB,B00005N7TL
8163,5.0,AP9AMGLSI9PLR,B00005N7TL
8164,5.0,A11V9758LC7WPK,B00005N7TL
8165,5.0,A2FEILOOO6B124,B00005N7TL
8166,3.0,AVBMBEQ65MU7M,B00005N7TL
8167,5.0,A1I86FPNU8C4OX,B00005N7TL
8168,5.0,A25RAHKQ4WU48E,B00005N7TL
8169,4.0,AINN54PGNYERB,B00005N7TL
8170,5.0,A1SMFF06217UK9,B00005N7R0
8171,5.0,A12LH2100CKQO,B00005N7R0
8172,3.0,A461VTLW9G9YB,B00005N7R0
8173,5.0,APRMY7BFYS7K,B00005N7R0
8174,5.0,A3TK4XLQT9EODJ,B00005N7R0
8175,5.0,A33ODCMYBYASGY,B00005N7R0
8176,5.0,A67E1OJKFDOO6,B00005N7R0
8177,5.0,A3PWF2AQ5XYALW,B00005N7R0
8178,3.0,A2MLTB1TPV0HRJ,B00005N7R0
8179,4.0,A3JPFWKS83R49V,B00005N7R0
8180,5.0,AP5FHNQPYSRQ,B00005N7SM
8181,2.0,A2UVZDFII38QNJ,B00005N7SM
8182,3.0,A2I7ZKG80TS8HL,B00005N7SM
8183,5.0,A1YHA8LEYA3ILB,B00005N7SM
8184,5.0,A1ZX0NZC8HY43Z,B00005N7SM
8185,5.0,A1DPJYIIN120Q1,B00005N7SM
8186,5.0,A24E4AZGHT869R,B00005N7SM
8187,5.0,A3KBD9W3UAMNDH,B00005N7SM
8188,5.0,A3O6843LACL08J,B00005N7SM
8189,5.0,A2CI8H8P8WXBGE,B00005N7SM
8190,4.0,A29IP2N2DSBH3T,B00005N7SB
8191,5.0,A32R3174XB2M7N,B00005N7SB
8192,4.0,A3UKKMEYY3AVGB,B00005N7SB
8193,1.0,ACH80GWHZ51II,B00005N7SB
8194,3.0,A22IJH4SU4DFWP,B00005N7SB
8195,5.0,A2TOPPGJ31L413,B00005N7SB
8196,5.0,A1FY9T2RL2KBAB,B00005N7SB
8197,4.0,AVCGVXDPC1Q5G,B00005N7SB
8198,4.0,A1YD0LR7V0W8GL,B00005N7SB
8199,5.0,A2J8W8QAMT5DXB,B00005N7SB
8200,5.0,AMVC9WTXYKNJ1,B00005N7SC
8201,5.0,A6IUQ302AAWMB,B00005N7SC
8202,5.0,A1LDZDMEL6I6T4,B00005N7SC
8203,1.0,A1WRE6LVJ5N0SU,B00005N7SC
8204,4.0,ABAA4O3L4NMH5,B00005N7SC
8205,4.0,A2DKJTBLJ47Y0M,B00005N7SC
8206,3.0,A3EOL7UTSZ6WPS,B00005N7SC
8207,5.0,A1576HHQLZE2OT,B00005N7SC
8208,2.0,ATJGWMHX66SSB,B00005N7SC
8209,5.0,A233UDQHYGCRY9,B00005N7SC
8210,1.0,A3QW4SK1XRA40P,B00005N7TH
8211,5.0,A3EQQP0LD4Z375,B00005N7TH
8212,5.0,A2Z2SWL041DZMT,B00005N7TH
8213,1.0,A2ZHHH5C95Q58E,B00005N7TH
8214,2.0,A39LA44R5IYGE2,B00005N7TH
8215,5.0,A2W71UYJSZUFAN,B00005N7TH
8216,4.0,A33MQTNUMHI3TQ,B00005N7TH
8217,1.0,A313DQ9Z8RBLIY,B00005N7TH
8218,3.0,A3UTI7IH10EBEL,B00005N7TH
8219,5.0,AAN992MJQUKKA,B00005N7TH
8220,5.0,A3EY7GFRFQNPM5,B00005N7Q5
8221,4.0,A3QCIXG9RGCVSG,B00005N7Q5
8222,2.0,A2AKDHKMO9Y6VE,B00005N7Q5
8223,5.0,A2XHBIH2XU4NEB,B00005N7Q5
8224,4.0,A12WHI6YG2MSXR,B00005N7Q5
8225,5.0,A9SRQKU5FXY32,B00005N7Q5
8226,5.0,A2RFPSKNDSFDQ2,B00005N7Q5
8227,5.0,AYGRGGZPAP4EF,B00005N7Q5
8228,5.0,A2T8DUIS3WEI5O,B00005N7Q5
8229,5.0,A3OHN6RK5IFKF4,B00005N7Q5
8230,5.0,A39AUQ3IP3C8KI,B00005N7TL
8231,2.0,A3DSUY9XWHLFJA,B00005N7TL
8232,5.0,A13YJSEFEZ17PO,B00005N7TL
8233,2.0,A3D0N9OCFIRDND,B00005N7TL
8234,3.0,A2SKHEYB99VVHY,B00005N7TL
8235,5.0,APTJNMY25MD5S,B00005N7TL
8236,5.0,A1F7JZUUH2D6F7,B00005N7TL
8237,1.0,AML3IVJDLEDEQ,B00005N7TL
8238,3.0,A3FVV7Y0JC2803,B00005N7TL
8239,5.0,A3M4QYWQYX0GYE,B00005N7TL
8240,5.0,A1EI1HZWVVRYVI,B00005N7SL
8241,5.0,A1LERH94X5HH7I,B00005N7SL
8242,5.0,A2PENQM5ZM1OHD,B00005N7SL
8243,5.0,A1LXI99CU27X0F,B00005N7SL
8244,3.0,A3BI5ZZJHF0BV7,B00005N7SL
8245,1.0,A35NLVI4F7F7CK,B00005N7SL
8246,5.0,A3ABPB34PFQQAO,B00005N7SL
8247,5.0,A1OPOE3OCVS77B,B00005N7SL
8248,2.0,A15VSQFP9JATMD,B00005N7SL
8249,3.0,AC1PP4JORT54I,B00005N7SL
8250,5.0,A102RXRXTE07M2,B00005N7SM
8251,5.0,A1O8WF4UL2PYOO,B00005N7SM
8252,5.0,A1Y8VJCPI9PP3E,B00005N7SM
8253,1.0,A2CUL19ITSOFH6,B00005N7SM
8254,5.0,A17M76NAICGB15,B00005N7SM
8255,1.0,A37T7CR8BTMP5M,B00005N7SM
8256,5.0,A376LK8N3ZQ6ID,B00005N7SM
8257,1.0,A2JQFQRXVFGIQ4,B00005N7SM
8258,5.0,A1ZMUNE2N8G9EJ,B00005N7SM
8259,2.0,AE8TZUBXYSXZ0,B00005N7SM
8260,1.0,A29WG2GMUK2E3U,B00005N7TL
8261,5.0,A1QMC3EQJLJ2QK,B00005N7TL
8262,5.0,AC2BZ5L08G4GV,B00005N7TL
8263,5.0,A2UF3NLORSWUI3,B00005N7TL
8264,5.0,A9LK0MU8DAXAC,B00005N7TL
8265,5.0,A88XPR19UL255,B00005N7TL
8266,1.0,A3DD59O4BIBEUQ,B00005N7TL
8267,2.0,A3ODVWUFL3GRTI,B00005N7TL
8268,1.0,AOE2U16WYH3P1,B00005N7TL
8269,4.0,AEXKQX6Y0SIB5,B00005N7TL
8270,5.0,AG21LI7BOJKOL,B00005N7Q5
8271,5.0,A3HOWZ8TJC4BFN,B00005N7Q5
8272,4.0,A383AX3OEDTU6Y,B00005N7Q5
8273,4.0,A20IKYQSABQDL1,B00005N7Q5
8274,3.0,A3T0DK3OMOCCTX,B00005N7Q5
8275,1.0,A399VFJWYFE6C6,B00005N7Q5
8276,1.0,AADLFCAK24BZ8,B00005N7Q5
8277,5.0,A3G1T8KBAYSHQS,B00005N7Q5
8278,5.0,A1O6234TR3T1PI,B00005N7Q5
8279,5.0,A10RRP885681GZ,B00005N7Q5
8280,4.0,A2AALO3JSJNGLZ,B00005N7SB
8281,2.0,A3IHY3FR36X2UR,B00005N7SB
8282,5.0,AA59HCR5RJ77E,B00005N7SB
8283,3.0,A3S5ZI5K466IXA,B00005N7SB
8284,5.0,ASXKY936O4TTN,B00005N7SB
8285,2.0,A1S63WGWMNM557,B00005N7SB
8286,5.0,AAXZ0GGA4XZ5N,B00005N7SB
8287,4.0,A2DJPM5JGKRG5E,B00005N7SB
8288,5.0,A3JVYU0Q17BXYC,B00005N7SB
8289,5.0,A4GHPW9AAH1NY,B00005N7SB
8290,5.0,A1HJQAT422207H,B00005N7SC
8291,5.0,AHFEVDEUQBJYG,B00005N7SC
8292,5.0,AA0RQKR0ZNF3F,B00005N7SC
8293,5.0,A1Y3XWYXN6HB7H,B00005N7SC
8294,5.0,A2NZ5DR0KNDMVI,B00005N7SC
8295,5.0,A2JYQC2HEM3YWH,B00005N7SC
8296,4.0,A3VEF9VC3JRLYB,B00005N7SC
8297,5.0,A1F7Q1NBMJ6RBT,B00005N7SC
8298,4.0,A364AFER3VMOGH,B00005N7SC
8299,5.0,ALN25YT9GHXGP,B00005N7SC
8300,5.0,AZ9K0S8RT97V9,B00005N7TH
8301,5.0,A14FEZ36YFVSLR,B00005N7TH
8302,4.0,ATT1HU4UA5PP9,B00005N7TH
8303,4.0,A1TT6U8O9HO75M,B00005N7TH
8304,5.0,A4T0983B48XR0,B00005N7TH
8305,5.0,AMH7NSHQ71H82,B00005N7TH
8306,5.0,A3HGNSFKJXXY59,B00005N7TH
8307,5.0,A3LHTFSAO8S7L6,B00005N7TH
8308,5.0,A3BVRA2QL3TIOQ,B00005N7TH
8309,5.0,A2OBZ6FMJ9DR6B,B00005N7QH
8310,4.0,A34974VMNZKRAT,B00005N7QH
8311,2.0,A1IKD6BDEE18CI,B00005N7QH
8312,4.0,A1KXONFPU2XQ5K,B00005N7QH
8313,5.0,A19FOQI6VUJGED,B00005N7QH
8314,5.0,A13VEFGP6N7N5U,B00005N7Q5
8315,5.0,AQHWEGVKRBDB6,B00005N7Q5
8316,5.0,A2KMRJ71KFB0JS,B00005N7Q5
8317,5.0,A2EKVPL3OQ7IZS,B00005N7Q5
8318,5.0,A34JL9ATY9HYI4,B00005N7Q5
8319,5.0,A1RG89ACYJ8THC,B00005N7Q5
8320,4.0,A3NBP8H9U5F389,B00005N7Q5
8321,5.0,A1NSZ7VGKE9ES7,B00005N7Q5
8322,5.0,A2UOVXVREJ7QC6,B00005N7Q5
8323,5.0,A1VTJY03XG4XDN,B00005N7Q5
8324,5.0,AMM1TWRYJ5IHX,B00005N7TL
8325,5.0,A2AA37RWEBLD73,B00005N7TL
8326,1.0,A2U3T4Y3E3YYI,B00005N7TL
8327,1.0,A2N7DUBSR2LVPR,B00005N7TL
8328,5.0,A2HD3FE1XE7CLE,B00005N7TL
8329,5.0,A3BRDXFLWUVIK6,B00005N7TL
8330,5.0,A2YF1QQA6L3TBM,B00005N7TL
8331,5.0,AC9SAHZOXYMSC,B00005N7TL
8332,4.0,A5P37LDZJ3YQC,B00005N7TL
8333,5.0,A1IHZKSNA4B485,B00005N7TL
8334,5.0,A2YWTO579JWWR1,B00005N7SB
8335,4.0,A2U315K0O4KCGK,B00005N7SB
8336,5.0,AQ5Q0Q69HJSL4,B00005N7SB
8337,3.0,A2P3ZRNX2RH5SB,B00005N7SB
8338,3.0,AT7AUSJJ8VXCZ,B00005N7SB
8339,3.0,A39GR8EBKEPMI4,B00005N7SB
8340,5.0,A3VEY6S5325K20,B00005N7SB
8341,4.0,A3ODOWG2KFVRW2,B00005N7SB
8342,5.0,A1ENBOTX03172S,B00005N7SB
8343,5.0,A1G7G92C6Z68AZ,B00005N7SB
8344,3.0,A34P12EH042AJA,B00005N7SM
8345,5.0,A3JM09W35YZOPX,B00005N7SM
8346,5.0,A1P30K8Q896XVG,B00005N7SM
8347,4.0,AIZEQPC1WKCP7,B00005N7SM
8348,3.0,A4EWM5PWNVO44,B00005N7SM
8349,1.0,A39X340TPA4UUJ,B00005N7SM
8350,5.0,A3E33LI912BDIA,B00005N7SM
8351,2.0,A19V3XY37E5GXL,B00005N7SM
8352,1.0,A2L7HG6NI9B1R5,B00005N7SM
8353,2.0,A1OO0QU32C2OUQ,B00005N7SM
8354,4.0,A2DM15QML1WBTW,B00005N7SL
8355,3.0,A4ZF66J1ZCAQO,B00005N7SL
8356,5.0,A16WH7HFHKGWR3,B00005N7SL
8357,5.0,A2HO5HZQ8NHBPP,B00005N7SL
8358,5.0,A8K72KIDFS0N8,B00005N7SL
8359,4.0,A7NBVJ61OGP4W,B00005N7SL
8360,1.0,A14G101WUU2QT5,B00005N7SL
8361,3.0,A2827D8EEURMP4,B00005N7SL
8362,3.0,AX2KGB0FIN0NK,B00005N7SL
8363,1.0,A2VMB1J58SUVMC,B00005N7SL
8364,5.0,A2UWKEYGWHQ1OF,B00005N7TN
8365,5.0,ACISLJANCZZ6L,B00005N7TN
8366,4.0,A15Y29JS8FKMOQ,B00005N7TN
8367,4.0,A2013JDMPUV6D9,B00005N7TN
8368,5.0,A1M4NJYP0WNL8Q,B00005N7TN
8369,4.0,A1LEB6BYZ8TCLC,B00005N7TN
8370,1.0,A38386485TQBWM,B00005N7SC
8371,5.0,A29LGEKPBG44DM,B00005N7SC
8372,5.0,A2HIHGHEN4CH7B,B00005N7SC
8373,5.0,A1YVIEHEI1TBO9,B00005N7SC
8374,5.0,A19ZS1DXJ868I0,B00005N7SC
8375,5.0,A2GQ1P4XND6LY6,B00005N7SC
8376,5.0,A2U10W03Q3VXB6,B00005N7SC
8377,5.0,A2LRDJVHNBCOSM,B00005N7SC
8378,5.0,A1TXLXNYOXEUAA,B00005N7SC
8379,5.0,A30638B9S2GOM8,B00005N7SC
8380,1.0,AZZP6XXCKUBK1,B00005N7Q5
8381,5.0,A1II2F4XI9KTTL,B00005N7Q5
8382,5.0,A27RU3MDUMM0E7,B00005N7Q5
8383,5.0,APABXIOQ2NI84,B00005N7Q5
8384,4.0,A22M4UBGZGH2A6,B00005N7Q5
8385,5.0,A1UFMGEZGL7ASQ,B00005N7Q5
8386,1.0,A1FJSW865PJO6C,B00005N7Q5
8387,5.0,A302PPPIR6IIVU,B00005N7Q5
8388,2.0,A1K8Q7NE27JHEC,B00005N7Q5
8389,1.0,A39MGI5O596KT9,B00005N7Q5
8390,1.0,A3I5STPCIUDI49,B00005N7SB
8391,4.0,A3TAS1AG6FMBQW,B00005N7SB
8392,5.0,A2GVV18FVARMTI,B00005N7SB
8393,5.0,ATX2P9S6UW4W5,B00005N7SB
8394,1.0,A2MAL9P8YIT04K,B00005N7SB
8395,1.0,A2Q3CH2X2YZJ8,B00005N7SB
8396,1.0,A1QV8RUTXHJ3FF,B00005N7SB
8397,3.0,A2D0CO1OA6DSWY,B00005N7SB
8398,5.0,A29QEUREQ9OMAA,B00005N7SB
8399,5.0,A1PPC38IICVUMC,B00005N7SB
8400,4.0,A159B7NCI64YTM,B00005N7TL
8401,1.0,A2AUVMYTXSENF5,B00005N7TL
8402,1.0,A34095SD42HBZN,B00005N7TL
8403,1.0,A21MQVJU6RKVWE,B00005N7TL
8404,3.0,A2VJVADL84HUIG,B00005N7TL
8405,4.0,A1683VMZR5WBJW,B00005N7TL
8406,2.0,AZ4P9NV5KFPJO,B00005N7TL
8407,2.0,A3EFUW267NN6H,B00005N7TL
8408,4.0,AT0WZIGTIKLYD,B00005N7TL
8409,5.0,AZUBDKXBSU2X1,B00005N7TL
8410,5.0,A9ZMVOJ72FBFN,B00005N7SM
8411,1.0,AEXTFPCESI6M1,B00005N7SM
8412,5.0,A1V2DAMGMHPQNZ,B00005N7SM
8413,5.0,AB8FGM0YK901W,B00005N7SM
8414,4.0,A31HXW0K1UXRRR,B00005N7SM
8415,5.0,AVBTJMNKMKON7,B00005N7SM
8416,5.0,A24N4FKHGD7DWT,B00005N7SM
8417,4.0,A1BX06Z8YC3RLS,B00005N7SM
8418,5.0,A4FC8YMFXA8RP,B00005N7SM
